1224               0.000       0.000       0.022       4.583
1224               0.000       0.000       0.332      20.349
1224               0.000       0.000       0.372       6.714
1224               0.000       0.000      -0.078      16.405
1224               0.000       0.000      -0.158      17.898
1224               0.000       0.000      -0.298      19.338
1224               0.000       0.000      -0.458      21.521
1224               0.000       0.000      -0.468       3.154
1224               0.000       0.000      -0.468      21.178
1224               0.000       0.000      -0.528      20.349
1224               0.000       0.000      -0.548       8.296
1224               0.000       0.000      -0.628      21.721
1224               0.000       0.000      -0.668       8.781
1224               0.000       0.000      -0.878      10.557
1224               0.000       0.000      -0.938       0.868
1224               0.000       0.000      -0.998       0.523
1224               0.000       1.000       0.012      14.053
1224               0.000       1.000       0.042       2.927
1224               0.000       1.000       0.062      13.653
1224               0.000       1.000       0.282      11.542
1224               0.000       1.000       0.472       9.653
1224               0.000       1.000       0.752      23.584
1224               0.000       1.000       0.832       5.166
1224               0.000       1.000       0.972       2.059
1224               0.000       1.000      -0.118      13.255
1224               0.000       1.000      -0.128       6.558
1224               0.000       1.000      -0.138       9.255
1224               0.000       1.000      -0.248      16.336
1224               0.000       1.000      -0.258       6.821
1224               0.000       1.000      -0.418       2.183
1224               0.000       1.000      -0.478       3.745
1224               0.000       1.000      -0.568       6.399
1224               0.000       1.000      -0.588      19.708
1224               0.000       1.000      -0.618      -2.832
1224               0.000       1.000      -0.658      16.057
1224               0.000       1.000      -0.678      20.508
1224               0.000       1.000      -0.888       1.527
1224               0.000       1.000      -0.948       0.858
1224               0.000       1.000      -0.988      20.178
1224               0.000       1.000      -1.068       2.381
1224               0.000       1.000      -1.398       6.134
1224               0.000       1.000      -1.448       9.475
1224               0.000       1.000      -1.528       5.876
1224               1.000       0.000       0.142      -1.688
1224               1.000       0.000      -1.528       4.145
1224               1.000       0.000      -1.658       0.122
1224               1.000       1.000      -1.248       4.753
1288               0.000       0.000       0.032       7.519
1288               0.000       0.000       0.042       7.416
1288               0.000       0.000       0.222      21.437
1288               0.000       0.000       0.322      23.578
1288               0.000       0.000       0.472      15.699
1288               0.000       0.000       0.592      12.810
1288               0.000       0.000       0.612      19.527
1288               0.000       0.000       0.682      18.792
1288               0.000       0.000       1.262       1.575
1288               0.000       0.000      -0.118      18.397
1288               0.000       0.000      -0.488       4.617
1288               0.000       0.000      -0.518      18.207
1288               0.000       1.000       0.152       3.534
1288               0.000       1.000       0.202      13.543
1288               0.000       1.000       0.332      10.772
1288               0.000       1.000       0.352      22.919
1288               0.000       1.000       0.692      18.402
1288               0.000       1.000       1.082      20.690
1288               0.000       1.000       1.262      21.300
1288               0.000       1.000      -0.678      20.173
1288               0.000       1.000      -0.728       2.619
1288               0.000       1.000      -0.788       7.857
1288               1.000       0.000      -0.158       5.552
1288               1.000       0.000      -0.328      10.171
1288               1.000       1.000      -1.468      10.664
1296               0.000       0.000      -0.688       3.052
1296               1.000       0.000       0.352      10.840
1296               1.000       0.000       0.392      11.026
1296               1.000       0.000       0.522      22.201
1296               1.000       0.000       0.732      -1.353
1296               1.000       0.000      -0.038       5.520
1296               1.000       0.000      -0.168       5.995
1296               1.000       0.000      -0.178       6.588
1296               1.000       0.000      -0.308      10.715
1296               1.000       0.000      -0.608       8.773
1296               1.000       0.000      -0.628      12.721
1296               1.000       0.000      -0.658      11.589
1296               1.000       0.000      -0.818       2.814
1296               1.000       0.000      -0.858       0.781
1296               1.000       0.000      -0.898      23.172
1296               1.000       0.000      -1.148       2.359
1296               1.000       0.000      -1.258       8.895
1296               1.000       1.000       0.052       3.587
1296               1.000       1.000       0.142       3.404
1296               1.000       1.000       0.252       7.095
1296               1.000       1.000       0.322       5.216
1296               1.000       1.000       0.332       9.999
1296               1.000       1.000       0.972       7.353
1296               1.000       1.000       1.242      12.176
1296               1.000       1.000      -0.028      11.162
1296               1.000       1.000      -0.098      19.822
1296               1.000       1.000      -0.148      12.668
1296               1.000       1.000      -0.248      -0.014
1296               1.000       1.000      -0.288       8.278
1296               1.000       1.000      -0.358       7.095
1296               1.000       1.000      -0.408      -1.127
1296               1.000       1.000      -0.418       1.170
1296               1.000       1.000      -0.498       6.355
1296               1.000       1.000      -0.558       6.757
1296               1.000       1.000      -0.698       3.255
1296               1.000       1.000      -0.698       6.251
1296               1.000       1.000      -0.698       9.449
1296               1.000       1.000      -0.718       4.765
1296               1.000       1.000      -0.778       8.080
1296               1.000       1.000      -0.828       6.834
1296               1.000       1.000      -0.898       5.982
1296               1.000       1.000      -1.008      14.399
1296               1.000       1.000      -1.028      14.239
1296               1.000       1.000      -1.088       6.244
1296               1.000       1.000      -1.388       1.326
1296               1.000       1.000      -1.408       7.272
1296               1.000       1.000      -1.568       4.968
1296               1.000       1.000      -1.628       6.778
1308               0.000       0.000       0.422      13.233
1308               0.000       0.000       0.442      24.993
1308               0.000       0.000       0.552      21.488
1308               0.000       0.000       0.562      13.952
1308               0.000       0.000       0.622      15.998
1308               0.000       0.000       0.622      23.434
1308               0.000       0.000       0.682      22.676
1308               0.000       0.000       0.832       9.162
1308               0.000       0.000       0.892      10.546
1308               0.000       0.000       0.952      13.970
1308               0.000       0.000       1.102      16.258
1308               0.000       0.000       1.512      23.818
1308               1.000       0.000       0.102       2.512
1308               1.000       0.000       0.332      16.039
1308               1.000       0.000       0.522       6.493
1308               1.000       0.000       0.582      15.657
1308               1.000       0.000       0.802      17.615
1308               1.000       0.000      -0.058      13.757
1308               1.000       0.000      -0.348      22.393
1308               1.000       0.000      -0.568      21.116
1317               0.000       1.000       0.062      18.827
1317               0.000       1.000       0.132      14.752
1317               0.000       1.000       0.502      23.355
1317               0.000       1.000       0.542      18.939
1317               0.000       1.000       0.582      15.784
1317               0.000       1.000       0.702      13.677
1317               0.000       1.000       0.812      20.236
1317               0.000       1.000       0.882      12.862
1317               0.000       1.000       0.992      11.621
1317               0.000       1.000       1.122       4.508
1317               0.000       1.000       1.372      20.748
1317               0.000       1.000      -0.098      11.064
1317               0.000       1.000      -0.578      11.502
1317               1.000       1.000       0.082      13.373
1317               1.000       1.000       0.122       7.142
1317               1.000       1.000       0.132      18.362
1317               1.000       1.000       0.132      20.261
1317               1.000       1.000       0.272       3.220
1317               1.000       1.000       0.302       6.973
1317               1.000       1.000       0.322      10.394
1317               1.000       1.000       0.362      21.405
1317               1.000       1.000       0.472       9.257
1317               1.000       1.000       0.482      12.283
1317               1.000       1.000       0.482      21.405
1317               1.000       1.000       0.492       8.382
1317               1.000       1.000       0.612      10.956
1317               1.000       1.000       0.642      17.246
1317               1.000       1.000       0.722      11.027
1317               1.000       1.000       0.832       4.810
1317               1.000       1.000       0.932       8.961
1317               1.000       1.000       0.942      23.736
1317               1.000       1.000       0.952       9.337
1317               1.000       1.000       0.972      11.794
1317               1.000       1.000       1.152      20.039
1317               1.000       1.000       1.462      10.661
1317               1.000       1.000      -0.008      10.066
1317               1.000       1.000      -0.008      11.290
1317               1.000       1.000      -0.028       7.031
1317               1.000       1.000      -0.068      17.869
1317               1.000       1.000      -0.088       8.057
1317               1.000       1.000      -0.108      10.121
1317               1.000       1.000      -0.108      10.493
1317               1.000       1.000      -0.108      17.203
1317               1.000       1.000      -0.158       4.756
1317               1.000       1.000      -0.258      15.555
1317               1.000       1.000      -0.288      21.405
1317               1.000       1.000      -0.848      11.531
1317               1.000       1.000      -1.248       8.253
1358               0.000       0.000       0.122      11.030
1358               0.000       0.000       0.162       8.690
1358               0.000       0.000       0.252      15.038
1358               0.000       0.000       0.372      15.655
1358               0.000       0.000       0.422      16.294
1358               0.000       0.000       0.682      21.142
1358               0.000       0.000       0.942      18.115
1358               0.000       0.000       0.952      17.811
1358               0.000       0.000       1.092      18.735
1358               0.000       0.000       1.282      10.650
1358               0.000       0.000      -0.038      14.591
1358               0.000       0.000      -0.098       7.870
1358               0.000       0.000      -0.148       8.438
1358               0.000       0.000      -0.248      10.301
1358               0.000       0.000      -0.328      11.629
1358               0.000       0.000      -0.568      11.648
1358               0.000       0.000      -0.668      16.499
1358               0.000       1.000       0.232      10.190
1358               0.000       1.000       0.312      10.184
1358               0.000       1.000       0.362       7.564
1358               0.000       1.000      -0.018      18.687
1358               0.000       1.000      -0.038      14.646
1358               0.000       1.000      -0.168       7.519
1358               0.000       1.000      -0.398      17.191
1358               0.000       1.000      -0.678       2.933
1358               0.000       1.000      -1.088       8.054
1358               0.000       1.000      -1.408       3.792
1358               1.000       0.000       0.032      -1.347
1358               1.000       0.000      -1.208      -0.827
1358               1.000       1.000      -0.708       3.465
1374               0.000       0.000       0.322      16.663
1374               0.000       0.000       0.362      24.041
1374               0.000       0.000       0.902      23.419
1374               0.000       0.000       1.152      22.086
1374               0.000       0.000      -0.338       8.268
1374               0.000       0.000      -0.738      -2.002
1374               0.000       0.000      -0.738      12.063
1374               0.000       0.000      -0.858      15.557
1374               0.000       0.000      -0.948       1.344
1374               0.000       1.000       0.192       9.004
1374               0.000       1.000       0.332      10.593
1374               0.000       1.000       0.452       7.603
