1224       842.000       0.000       0.350       1.597       0.000      -0.428
1288      1855.000       0.000       0.270       0.174       0.000       0.128
1296      1719.000       0.000       0.320      -0.137       1.000      -0.420
1308       716.000       1.000       0.960      -0.622       0.000       0.534
1317       455.000       1.000       0.950      -1.694       1.000       0.351
1358      1430.000       0.000       0.250       1.535       0.000      -0.014
1374      2400.000       0.000       0.500       2.016       0.000      -0.007
1433       899.000       1.000       0.960      -0.321       0.000       0.718
1436       185.000       1.000       1.000      -1.141       0.000       0.569
1461      1672.000       0.000       0.780       2.096       0.000       0.683
1462       530.000       1.000       0.460      -0.287       1.000      -0.663
1477       531.000       1.000       0.810      -0.729       0.000       0.166
1499      1921.000       0.000       0.090       0.682       1.000      -0.460
1637       100.000       0.000       0.100       1.215       1.000      -0.699
1906       400.000       1.000       0.870      -0.939       0.000       0.518
1909      1357.000       0.000       0.450       0.875       0.000       0.254
1942       959.000       0.000       0.780       0.159       0.000       0.688
1946      1646.000       0.000       0.380       0.439       0.000       0.010
2030      1332.000       0.000       0.400       0.677       0.000       0.334
2208      1061.000       1.000       0.680      -0.864       0.000       0.429
2277       773.000       1.000       0.670      -0.725       1.000      -0.756
2305       485.000       1.000       0.690      -1.382       1.000      -0.622
2336      1523.000       0.000       0.630       0.156       0.000       0.448
2458       545.000       1.000       0.890      -1.484       1.000       0.234
2467       488.000       0.000       0.230       0.207       0.000      -0.324
2526       572.000       1.000       0.970      -2.154       0.000       0.333
2626      2142.000       0.000       0.400       0.142       0.000      -0.059
2629      1314.000       1.000       0.810      -0.613       0.000      -0.132
2639      2713.000       0.000       0.140      -0.282       1.000      -0.958
2651      1524.000       0.000       0.220       1.136       0.000       0.069
2655      2475.000       0.000       0.350      -0.378       1.000      -0.696
2658       780.000       1.000       0.790      -0.961       0.000       0.444
2755       270.000       1.000       0.960      -0.354       0.000       0.562
2768      1680.000       0.000       0.310       0.086       0.000      -0.048
2771       415.000       0.000       0.240       1.048       0.000      -0.333
2818       760.000       0.000       0.410       1.541       0.000       0.115
2917      2194.000       0.000       0.050       0.080       1.000      -0.792
2990       963.000       1.000       0.800      -0.434       1.000       0.661
2995       365.000       0.000       0.180       0.422       0.000      -0.296
3013       760.000       0.000       0.560      -0.213       0.000      -0.038
3020       457.000       1.000       0.560      -0.299       0.000       0.236
3039       686.000       1.000       1.000      -1.236       1.000       0.354
3088      1960.000       0.000       0.380       0.195       1.000      -0.467
3152      1313.000       0.000       0.590       1.098       0.000       0.037
3332      2212.000       0.000       0.550      -0.048       0.000       0.617
3351      1125.000       0.000       0.350       0.383       1.000       0.332
3377      2031.000       0.000       0.180       0.664       1.000      -0.579
3427       687.000       1.000       1.000      -1.262       0.000       0.159
3498       388.000       1.000       0.920      -1.556       0.000       0.666
3499       509.000       1.000       0.700      -0.039       1.000       0.456
3533      1015.000       1.000       0.540       0.022       0.000      -0.128
3610      1431.000       1.000       0.800      -0.621       0.000       0.126
3657      1137.000       0.000       0.310      -0.216       0.000      -0.643
3688       375.000       1.000       0.910      -1.521       0.000       0.411
3705       670.000       1.000       0.710      -0.165       1.000       0.241
3716      2357.000       0.000       0.500       1.297       1.000      -0.415
3838      1635.000       1.000       0.850      -0.255       1.000       0.151
3881      1881.000       0.000       0.330       0.840       0.000       0.134
3967      1061.000       0.000       0.460      -1.059       0.000      -0.219
3992      1114.000       1.000       0.730      -1.534       1.000       0.371
3999      1910.000       0.000       0.410       0.838       1.000      -0.085
4042       940.000       1.000       0.830      -0.940       0.000       0.408
4173       801.000       1.000       0.650      -0.755       0.000       0.038
4223       663.000       1.000       0.300      -0.967       0.000      -0.088
4253       510.000       1.000       0.600      -0.455       1.000      -0.368
4292      1328.000       1.000       0.760      -0.674       1.000      -0.480
4325      1217.000       0.000       0.410       0.349       0.000      -0.043
4350      1661.000       0.000       0.620       0.512       0.000       0.159
4383      1061.000       0.000       0.540       1.065       0.000       0.079
4410       100.000       0.000       0.380       0.673       0.000       0.102
4420       728.000       0.000       0.320       0.877       0.000      -0.218
4458       643.000       0.000       0.500       0.715       1.000      -1.043
4511      1068.000       1.000       0.520      -1.872       0.000      -0.101
4523       393.000       1.000       0.690      -0.784       1.000      -0.048
4530       435.000       1.000       0.600      -0.245       1.000      -0.591
4642       493.000       0.000       0.430      -0.086       0.000       0.121
4868       657.000       1.000       1.000      -0.219       0.000       0.367
4931       603.000       1.000       0.790      -1.172       0.000       0.371
5192       258.000       1.000       0.370      -0.360       0.000      -0.058
5404       700.000       1.000       0.900      -0.746       0.000       0.831
5619      1118.000       1.000       0.770      -1.286       0.000       0.426
5640      1152.000       0.000       0.410       0.256       0.000      -0.171
5650       720.000       1.000       0.600      -0.070       1.000       0.028
5667       810.000       1.000       0.590      -0.533       0.000       0.425
5720       381.000       1.000       0.650      -0.352       0.000       0.039
5761       215.000       1.000       0.630      -0.892       0.000      -0.317
5762      1826.000       0.000       0.240       0.364       1.000      -1.188
5783      1832.000       0.000       0.540       0.460       0.000       0.179
5815       949.000       0.000       0.190       1.749       0.000      -0.674
5819      1302.000       0.000       0.410      -0.260       0.000       0.188
5838      1627.000       0.000       0.530       0.138       0.000       0.163
5937      1153.000       0.000       0.580      -0.142       0.000       0.657
6074      2051.000       1.000       0.320      -1.018       0.000      -0.271
6089       594.000       0.000       0.530      -0.965       0.000       0.092
6144      1608.000       0.000       0.170       1.329       0.000      -0.432
6170      2126.000       0.000       0.250       0.432       1.000      -0.296
6291      1037.000       0.000       0.260      -0.303       1.000      -0.516
6366      1566.000       1.000       0.810      -0.667       0.000       0.316
6397      1234.000       0.000       0.320       0.642       1.000      -0.211
6415       296.000       0.000       0.480       1.040       0.000      -0.181
6443      1061.000       0.000       0.100      -0.420       0.000      -0.347
6464      1453.000       0.000       0.250       2.756       1.000      -0.670
6469       565.000       1.000       1.000      -0.865       0.000       0.759
6484       726.000       0.000       0.190       0.218       0.000      -0.179
